label,recall,precision
human,0.006878641117428231,0.9158878504672897
human,0.006948831332912192,0.9166666666666666
human,0.007019021548396153,0.9174311926605505
human,0.007089211763880115,0.9181818181818182
human,0.007159401979364077,0.918918918918919
human,0.007229592194848038,0.9196428571428571
human,0.007299782410332,0.9203539823008849
human,0.007369972625815961,0.9210526315789473
human,0.007440162841299923,0.9217391304347826
human,0.007510353056783884,0.9224137931034483
human,0.007580543272267846,0.9230769230769231
human,0.007580543272267846,0.9152542372881356
human,0.0076507334877518075,0.9159663865546218
human,0.007720923703235769,0.9166666666666666
human,0.00779111391871973,0.9173553719008265
human,0.007861304134203693,0.9180327868852459
human,0.007861304134203693,0.9105691056910569
human,0.007931494349687653,0.9112903225806451
human,0.008001684565171615,0.912
human,0.008071874780655576,0.9126984126984127
human,0.008142064996139538,0.9133858267716536
human,0.008142064996139538,0.90625
human,0.008142064996139538,0.8992248062015504
human,0.0082122552116235,0.9
human,0.008282445427107462,0.9007633587786259
human,0.008352635642591423,0.9015151515151515
human,0.008352635642591423,0.8947368421052632
human,0.008422825858075385,0.8955223880597015
human,0.008422825858075385,0.8888888888888888
human,0.008493016073559345,0.8897058823529411
human,0.008563206289043307,0.8905109489051095
human,0.008633396504527269,0.8913043478260869
human,0.00870358672001123,0.8920863309352518
human,0.008773776935495192,0.8928571428571429
human,0.008843967150979154,0.8936170212765957
human,0.008914157366463116,0.8943661971830986
human,0.008984347581947076,0.8951048951048951
human,0.009054537797431038,0.8958333333333334
human,0.009124728012915,0.896551724137931
human,0.009124728012915,0.8904109589041096
human,0.009194918228398961,0.891156462585034
human,0.009265108443882923,0.8918918918918919
human,0.009335298659366885,0.8926174496644296
human,0.009405488874850846,0.8933333333333333
human,0.009475679090334808,0.8940397350993378
human,0.009545869305818768,0.8947368421052632
human,0.00961605952130273,0.8954248366013072
human,0.009686249736786692,0.8961038961038961
human,0.009756439952270653,0.896774193548387
human,0.009826630167754615,0.8974358974358975
human,0.009896820383238577,0.8980891719745223
human,0.009967010598722539,0.8987341772151899
human,0.0100372008142065,0.89937106918239
human,0.01010739102969046,0.9
human,0.010177581245174422,0.9006211180124224
human,0.010247771460658384,0.9012345679012346
human,0.010317961676142346,0.901840490797546
human,0.010317961676142346,0.8963414634146342
human,0.010388151891626307,0.896969696969697
human,0.01045834210711027,0.8975903614457831
human,0.010528532322594231,0.8982035928143712
human,0.010598722538078191,0.8988095238095238
human,0.010598722538078191,0.893491124260355
human,0.010668912753562153,0.8941176470588236
human,0.010739102969046115,0.8947368421052632
human,0.010809293184530076,0.8953488372093024
human,0.010879483400014038,0.8959537572254336
human,0.010949673615498,0.896551724137931
human,0.011019863830981962,0.8971428571428571
human,0.011090054046465923,0.8977272727272727
human,0.011160244261949883,0.8983050847457628
human,0.011230434477433845,0.898876404494382
human,0.011300624692917807,0.8994413407821229
human,0.011370814908401769,0.9
human,0.01144100512388573,0.9005524861878453
human,0.011511195339369692,0.9010989010989011
human,0.011581385554853654,0.9016393442622951
human,0.011651575770337616,0.9021739130434783
human,0.011721765985821576,0.9027027027027027
human,0.011791956201305537,0.9032258064516129
human,0.0118621464167895,0.9037433155080213
human,0.011932336632273461,0.9042553191489362
human,0.012002526847757423,0.9047619047619048
human,0.012072717063241385,0.9052631578947369
human,0.012142907278725346,0.9057591623036649
human,0.012213097494209308,0.90625
human,0.012283287709693268,0.9067357512953368
human,0.01235347792517723,0.9072164948453608
human,0.012423668140661192,0.9076923076923077
human,0.012493858356145153,0.9081632653061225
human,0.012564048571629115,0.9086294416243654
human,0.012634238787113077,0.9090909090909091
human,0.012704429002597039,0.9095477386934674
human,0.012774619218080999,0.91
human,0.01284480943356496,0.9104477611940298
human,0.012914999649048922,0.9108910891089109
human,0.012985189864532884,0.9113300492610837
human,0.013055380080016846,0.9117647058823529
human,0.013125570295500807,0.9121951219512195
human,0.01319576051098477,0.912621359223301
human,0.013265950726468731,0.9130434782608695
human,0.013336140941952691,0.9134615384615384
human,0.013406331157436653,0.9138755980861244
human,0.013476521372920615,0.9142857142857143
human,0.013476521372920615,0.909952606635071
human,0.013476521372920615,0.9056603773584906
human,0.013546711588404576,0.9061032863849765
human,0.013616901803888538,0.9065420560747663
human,0.0136870920193725,0.9069767441860465
human,0.013757282234856462,0.9074074074074074
human,0.013827472450340423,0.9078341013824884
human,0.013897662665824383,0.908256880733945
human,0.013967852881308345,0.908675799086758
human,0.014038043096792307,0.9090909090909091
human,0.014108233312276269,0.9095022624434389
human,0.014108233312276269,0.9054054054054054
human,0.01417842352776023,0.905829596412556
human,0.01417842352776023,0.9017857142857143
human,0.014248613743244192,0.9022222222222223
human,0.014318803958728154,0.9026548672566371
human,0.014388994174212116,0.9030837004405287
human,0.014459184389696076,0.9035087719298246
human,0.014529374605180037,0.9039301310043668
human,0.014599564820664,0.9043478260869565
human,0.014669755036147961,0.9047619047619048
human,0.014739945251631923,0.9051724137931034
human,0.014810135467115884,0.9055793991416309
human,0.014880325682599846,0.905982905982906
human,0.014880325682599846,0.902127659574468
human,0.014950515898083806,0.902542372881356
human,0.015020706113567768,0.9029535864978903
human,0.01509089632905173,0.9033613445378151
human,0.015161086544535692,0.9037656903765691
human,0.015231276760019653,0.9041666666666667
human,0.015301466975503615,0.9045643153526971
human,0.015371657190987577,0.9049586776859504
human,0.015441847406471539,0.9053497942386831
human,0.015512037621955499,0.9057377049180327
human,0.01558222783743946,0.9061224489795918
human,0.015652418052923424,0.9065040650406504
human,0.015722608268407386,0.9068825910931174
human,0.015792798483891344,0.907258064516129
human,0.015862988699375306,0.9076305220883534
human,0.015862988699375306,0.904
human,0.015933178914859267,0.9043824701195219
human,0.01600336913034323,0.9047619047619048
human,0.01607355934582719,0.9051383399209486
human,0.016143749561311153,0.905511811023622
human,0.016143749561311153,0.9019607843137255
human,0.016213939776795114,0.90234375
human,0.016284129992279076,0.9027237354085603
human,0.016284129992279076,0.8992248062015504
human,0.016354320207763038,0.8996138996138996
human,0.016424510423247,0.9
human,0.01649470063873096,0.9003831417624522
human,0.016564890854214923,0.9007633587786259
human,0.016635081069698885,0.9011406844106464
human,0.016705271285182847,0.9015151515151515
human,0.01677546150066681,0.9018867924528302
human,0.01684565171615077,0.9022556390977443
human,0.01691584193163473,0.9026217228464419
human,0.01691584193163473,0.8992537313432836
human,0.01698603214711869,0.8996282527881041
human,0.017056222362602652,0.9
human,0.017126412578086614,0.9003690036900369
human,0.017126412578086614,0.8970588235294118
human,0.017196602793570576,0.8974358974358975
human,0.017266793009054537,0.8978102189781022
human,0.017266793009054537,0.8945454545454545
human,0.0173369832245385,0.894927536231884
human,0.01740717344002246,0.8953068592057761
human,0.017477363655506423,0.89568345323741
human,0.017477363655506423,0.8924731182795699
human,0.017547553870990384,0.8928571428571429
human,0.017617744086474346,0.8932384341637011
human,0.017687934301958308,0.8936170212765957
human,0.01775812451744227,0.8939929328621908
human,0.01782831473292623,0.8943661971830986
human,0.017898504948410193,0.8947368421052632
human,0.01796869516389415,0.8951048951048951
human,0.018038885379378113,0.8954703832752613
human,0.018109075594862075,0.8958333333333334
human,0.018179265810346037,0.8961937716262975
human,0.01824945602583,0.896551724137931
human,0.01831964624131396,0.8969072164948454
human,0.018389836456797922,0.8972602739726028
human,0.018460026672281884,0.8976109215017065
human,0.018530216887765846,0.8979591836734694
human,0.018600407103249807,0.8983050847457628
human,0.018600407103249807,0.8952702702702703
human,0.01867059731873377,0.8956228956228957
human,0.01874078753421773,0.8959731543624161
human,0.01874078753421773,0.8929765886287625
human,0.018810977749701693,0.8933333333333333
human,0.018881167965185654,0.893687707641196
human,0.018951358180669616,0.8940397350993378
human,0.019021548396153578,0.8943894389438944
human,0.019091738611637536,0.8947368421052632
human,0.019091738611637536,0.8918032786885246
human,0.019161928827121498,0.8921568627450981
human,0.01923211904260546,0.8925081433224755
human,0.01930230925808942,0.8928571428571429
human,0.019372499473573383,0.8932038834951457
human,0.019442689689057345,0.8935483870967742
human,0.019512879904541307,0.8938906752411575
human,0.01958307012002527,0.8942307692307693
human,0.01965326033550923,0.8945686900958466
human,0.019723450550993192,0.8949044585987261
human,0.019793640766477154,0.8952380952380953
human,0.019863830981961116,0.8955696202531646
human,0.019934021197445077,0.8958990536277602
human,0.02000421141292904,0.8962264150943396
human,0.020074401628413,0.896551724137931
human,0.02014459184389696,0.896875
human,0.02021478205938092,0.897196261682243
human,0.020284972274864883,0.8975155279503105
human,0.020355162490348844,0.8978328173374613
human,0.020425352705832806,0.8981481481481481
human,0.020495542921316768,0.8984615384615384
human,0.02056573313680073,0.8987730061349694
human,0.02063592335228469,0.8990825688073395
human,0.020706113567768653,0.899390243902439
human,0.020776303783252615,0.8996960486322189
human,0.020846493998736577,0.9
human,0.02091668421422054,0.9003021148036254
human,0.0209868744297045,0.9006024096385542
human,0.021057064645188462,0.9009009009009009
human,0.021127254860672424,0.9011976047904192
human,0.021197445076156382,0.9014925373134328
human,0.021267635291640344,0.9017857142857143
human,0.021337825507124306,0.9020771513353115
human,0.021408015722608267,0.9023668639053254
human,0.02147820593809223,0.9026548672566371
human,0.02154839615357619,0.9029411764705882
human,0.021618586369060153,0.9032258064516129
human,0.021688776584544114,0.9035087719298246
human,0.021758966800028076,0.9037900874635568
human,0.021829157015512038,0.9040697674418605
human,0.021899347230996,0.9043478260869565
human,0.02196953744647996,0.9046242774566474
human,0.02196953744647996,0.9020172910662824
human,0.022039727661963923,0.9022988505747126
human,0.022109917877447885,0.9025787965616046
human,0.022180108092931847,0.9028571428571428
human,0.02225029830841581,0.9031339031339032
human,0.022320488523899767,0.9034090909090909
human,0.02239067873938373,0.9036827195467422
human,0.02246086895486769,0.903954802259887
human,0.022531059170351652,0.9042253521126761
human,0.022601249385835614,0.9044943820224719
human,0.022671439601319576,0.9047619047619048
human,0.022741629816803537,0.9050279329608939
human,0.0228118200322875,0.9052924791086351
human,0.02288201024777146,0.9055555555555556
human,0.022952200463255423,0.9058171745152355
human,0.023022390678739384,0.9060773480662984
human,0.023092580894223346,0.90633608815427
human,0.023162771109707308,0.9065934065934066
human,0.02323296132519127,0.9068493150684932
human,0.02330315154067523,0.907103825136612
human,0.02337334175615919,0.9073569482288828
human,0.02344353197164315,0.907608695652174
human,0.023513722187127113,0.907859078590786
human,0.023583912402611075,0.9081081081081082
human,0.023654102618095037,0.9083557951482479
human,0.023724292833579,0.9086021505376344
human,0.02379448304906296,0.9088471849865952
human,0.023864673264546922,0.9090909090909091
human,0.023934863480030884,0.9093333333333333
human,0.024005053695514846,0.9095744680851063
human,0.024075243910998807,0.9098143236074271
human,0.02414543412648277,0.91005291005291
human,0.02421562434196673,0.9102902374670184
human,0.024285814557450693,0.9105263157894737
human,0.024356004772934654,0.910761154855643
human,0.024426194988418616,0.9109947643979057
human,0.024496385203902574,0.9112271540469974
human,0.024566575419386536,0.9114583333333334
human,0.024636765634870498,0.9116883116883117
human,0.02470695585035446,0.9119170984455959
human,0.02470695585035446,0.9095607235142119
human,0.02477714606583842,0.9097938144329897
human,0.024847336281322383,0.910025706940874
human,0.024917526496806345,0.9102564102564102
human,0.024987716712290307,0.9104859335038363
human,0.02505790692777427,0.9107142857142857
human,0.02512809714325823,0.910941475826972
human,0.025198287358742192,0.9111675126903553
human,0.025268477574226154,0.9113924050632911
human,0.025338667789710115,0.9116161616161617
human,0.025408858005194077,0.9118387909319899
human,0.02547904822067804,0.9120603015075377
human,0.025549238436161997,0.9122807017543859
human,0.02561942865164596,0.9125
human,0.02568961886712992,0.912718204488778
human,0.025759809082613883,0.9129353233830846
human,0.025829999298097844,0.913151364764268
human,0.025829999298097844,0.9108910891089109
human,0.025900189513581806,0.9111111111111111
human,0.025970379729065768,0.9113300492610837
human,0.02604056994454973,0.9115479115479116
human,0.02611076016003369,0.9117647058823529
human,0.026180950375517653,0.9119804400977995
human,0.026251140591001615,0.9121951219512195
human,0.026321330806485577,0.9124087591240876
human,0.02639152102196954,0.912621359223301
human,0.0264617112374535,0.9128329297820823
human,0.026531901452937462,0.9130434782608695
human,0.026602091668421424,0.9132530120481928
human,0.026672281883905382,0.9134615384615384
human,0.026742472099389344,0.9136690647482014
human,0.026812662314873306,0.9138755980861244
human,0.026882852530357267,0.9140811455847255
human,0.02695304274584123,0.9142857142857143
human,0.02695304274584123,0.9121140142517815
human,0.02702323296132519,0.9123222748815166
human,0.027093423176809153,0.9125295508274232
human,0.027163613392293114,0.9127358490566038
human,0.027233803607777076,0.9129411764705883
human,0.027303993823261038,0.9131455399061033
human,0.027374184038745,0.9133489461358314
human,0.02744437425422896,0.9135514018691588
human,0.027514564469712923,0.9137529137529138
human,0.027584754685196885,0.913953488372093
human,0.027654944900680847,0.91415313225058
human,0.027725135116164805,0.9143518518518519
human,0.027795325331648767,0.9145496535796767
human,0.02786551554713273,0.9147465437788018
human,0.02793570576261669,0.9149425287356322
human,0.028005895978100652,0.9151376146788991
human,0.028076086193584614,0.9153318077803204
human,0.028146276409068575,0.9155251141552512
human,0.028146276409068575,0.9134396355353075
human,0.028216466624552537,0.9136363636363637
human,0.0282866568400365,0.9138321995464853
human,0.02835684705552046,0.9140271493212669
human,0.028427037271004423,0.9142212189616253
human,0.028497227486488384,0.9144144144144144
human,0.028567417701972346,0.9146067415730337
human,0.028637607917456308,0.9147982062780269
human,0.02870779813294027,0.9149888143176734
human,0.02877798834842423,0.9151785714285714
human,0.02884817856390819,0.9153674832962138
human,0.02891836877939215,0.9155555555555556
human,0.028988558994876113,0.9157427937915743
human,0.029058749210360075,0.915929203539823
human,0.029128939425844037,0.9161147902869757
human,0.029199129641328,0.9162995594713657
human,0.02926931985681196,0.9164835164835164
human,0.029339510072295922,0.9166666666666666
human,0.029409700287779884,0.9168490153172867
human,0.029479890503263845,0.9170305676855895
human,0.029550080718747807,0.9172113289760349
human,0.02962027093423177,0.9173913043478261
human,0.02969046114971573,0.9175704989154013
human,0.029760651365199692,0.9177489177489178
human,0.029830841580683654,0.91792656587473
human,0.029901031796167613,0.9181034482758621
human,0.029971222011651574,0.9182795698924732
human,0.030041412227135536,0.9184549356223176
human,0.030111602442619498,0.9186295503211992
human,0.03018179265810346,0.9188034188034188
human,0.03025198287358742,0.9189765458422174
human,0.030322173089071383,0.9191489361702128
human,0.030392363304555345,0.9193205944798302
human,0.030462553520039307,0.9194915254237288
human,0.03053274373552327,0.919661733615222
human,0.03053274373552327,0.9177215189873418
human,0.03060293395100723,0.9178947368421052
human,0.030673124166491192,0.9180672268907563
human,0.030743314381975154,0.9182389937106918
human,0.030813504597459115,0.9184100418410042
human,0.030883694812943077,0.918580375782881
human,0.03095388502842704,0.91875
human,0.031024075243910997,0.918918918918919
human,0.03109426545939496,0.9190871369294605
human,0.03116445567487892,0.9192546583850931
human,0.031234645890362882,0.9194214876033058
human,0.03130483610584685,0.9195876288659793
human,0.03137502632133081,0.9197530864197531
human,0.03144521653681477,0.919917864476386
human,0.03151540675229873,0.9200819672131147
human,0.03158559696778269,0.9202453987730062
human,0.03165578718326665,0.9204081632653062
human,0.03172597739875061,0.9205702647657841
human,0.03179616761423457,0.9207317073170732
human,0.031866357829718535,0.920892494929006
human,0.031866357829718535,0.9190283400809717
human,0.0319365480452025,0.9191919191919192
human,0.03200673826068646,0.9193548387096774
human,0.03207692847617042,0.9195171026156942
human,0.03214711869165438,0.9196787148594378
human,0.032217308907138344,0.9198396793587175
human,0.032287499122622305,0.92
human,0.03235768933810627,0.9201596806387226
human,0.03242787955359023,0.9203187250996016
human,0.03249806976907419,0.9204771371769384
human,0.03256825998455815,0.9206349206349206
human,0.032638450200042114,0.9207920792079208
human,0.032638450200042114,0.9189723320158103
human,0.032708640415526076,0.9191321499013807
human,0.03277883063101004,0.9192913385826772
human,0.03277883063101004,0.9174852652259332
human,0.032849020846494,0.9176470588235294
human,0.03291921106197796,0.9178082191780822
human,0.03298940127746192,0.91796875
human,0.033059591492945885,0.9181286549707602
human,0.033059591492945885,0.9163424124513618
human,0.03312978170842985,0.916504854368932
human,0.03319997192391381,0.9166666666666666
human,0.03327016213939777,0.9168278529980658
human,0.03334035235488173,0.916988416988417
human,0.033410542570365694,0.9171483622350675
human,0.033480732785849655,0.9173076923076923
human,0.03355092300133362,0.9174664107485605
human,0.03362111321681758,0.9176245210727969
human,0.03369130343230154,0.9177820267686424
human,0.033761493647785495,0.9179389312977099
human,0.03383168386326946,0.9180952380952381
human,0.03390187407875342,0.9182509505703422
human,0.03397206429423738,0.9184060721062619
human,0.03404225450972134,0.9185606060606061
human,0.034112444725205304,0.9187145557655955
human,0.034182634940689266,0.9188679245283019
human,0.03425282515617323,0.9190207156308852
human,0.03432301537165719,0.9191729323308271
human,0.03432301537165719,0.9174484052532833
human,0.03439320558714115,0.9176029962546817
human,0.03439320558714115,0.9158878504672897
human,0.03446339580262511,0.9160447761194029
human,0.034533586018109075,0.9162011173184358
human,0.03460377623359304,0.9163568773234201
human,0.034673966449077,0.9165120593692022
human,0.03474415666456096,0.9166666666666666
human,0.03481434688004492,0.9168207024029574
human,0.034884537095528884,0.9169741697416974
human,0.034954727311012845,0.9171270718232044
human,0.03502491752649681,0.9172794117647058
human,0.03509510774198077,0.9174311926605505
human,0.03516529795746473,0.9175824175824175
human,0.03523548817294869,0.9177330895795247
human,0.035305678388432654,0.9178832116788321
human,0.035375868603916616,0.9180327868852459
human,0.03544605881940058,0.9181818181818182
human,0.03551624903488454,0.9183303085299456
human,0.0355864392503685,0.9184782608695652
human,0.03565662946585246,0.918625678119349
human,0.03565662946585246,0.9169675090252708
human,0.035726819681336425,0.9171171171171171
human,0.035797009896820386,0.9172661870503597
human,0.03586720011230435,0.9174147217235189
human,0.0359373903277883,0.9175627240143369
human,0.036007580543272265,0.9177101967799642
human,0.03607777075875623,0.9178571428571428
human,0.03614796097424019,0.9180035650623886
human,0.03621815118972415,0.9181494661921709
human,0.03628834140520811,0.9182948490230906
human,0.036358531620692074,0.9184397163120568
human,0.036428721836176035,0.9185840707964602
human,0.03649891205166,0.9187279151943463
human,0.03656910226714396,0.9188712522045855
human,0.03663929248262792,0.9190140845070423
human,0.03670948269811188,0.9191564147627417
human,0.036779672913595844,0.9192982456140351
human,0.036779672913595844,0.9176882661996497
human,0.036849863129079806,0.9178321678321678
human,0.03692005334456377,0.9179755671902269
human,0.03699024356004773,0.9181184668989547
human,0.03706043377553169,0.9182608695652174
human,0.03713062399101565,0.9184027777777778
human,0.037200814206499615,0.9185441941074524
human,0.037271004421983576,0.9186851211072664
human,0.03734119463746754,0.918825561312608
human,0.0374113848529515,0.9189655172413793
human,0.03748157506843546,0.919104991394148
human,0.037551765283919424,0.9192439862542955
human,0.037621955499403385,0.9193825042881647
human,0.037621955499403385,0.9178082191780822
human,0.03769214571488735,0.9179487179487179
human,0.03776233593037131,0.9180887372013652
human,0.03783252614585527,0.9182282793867121
human,0.03790271636133923,0.9183673469387755
human,0.037972906576823194,0.9185059422750425
human,0.038043096792307156,0.9186440677966101
human,0.03811328700779111,0.9187817258883249
human,0.03818347722327507,0.918918918918919
human,0.038253667438759034,0.9190556492411467
human,0.038323857654242996,0.9191919191919192
human,0.03839404786972696,0.9193277310924369
human,0.03846423808521092,0.9194630872483222
human,0.03853442830069488,0.9195979899497487
human,0.03860461851617884,0.919732441471572
human,0.038674808731662805,0.9198664440734557
human,0.038744998947146767,0.92
human,0.03881518916263073,0.9201331114808652
human,0.03888537937811469,0.920265780730897
human,0.03895556959359865,0.9203980099502488
human,0.039025759809082614,0.9205298013245033
human,0.039095950024566575,0.9206611570247933
human,0.03916614024005054,0.9207920792079208
human,0.0392363304555345,0.9209225700164745
human,0.03930652067101846,0.9210526315789473
human,0.03937671088650242,0.9211822660098522
human,0.039446901101986384,0.921311475409836
human,0.039517091317470346,0.9214402618657938
human,0.03958728153295431,0.9215686274509803
human,0.03965747174843827,0.9216965742251223
human,0.03972766196392223,0.9218241042345277
human,0.03979785217940619,0.9219512195121952
human,0.039868042394890155,0.922077922077922
human,0.039938232610374116,0.9222042139384117
human,0.04000842282585808,0.9223300970873787
human,0.04007861304134204,0.9224555735056543
human,0.040148803256826,0.9225806451612903
human,0.040218993472309957,0.9227053140096618
human,0.04028918368779392,0.9228295819935691
human,0.04035937390327788,0.9229534510433387
human,0.04042956411876184,0.9230769230769231
human,0.04042956411876184,0.9216
human,0.040499754334245804,0.9217252396166135
human,0.040569944549729765,0.9218500797448166
human,0.04064013476521373,0.9219745222929936
human,0.04071032498069769,0.9220985691573926
human,0.04078051519618165,0.9222222222222223
human,0.04085070541166561,0.9223454833597464
human,0.040920895627149574,0.9224683544303798
human,0.040991085842633536,0.9225908372827805
human,0.0410612760581175,0.9227129337539433
human,0.04113146627360146,0.9228346456692913
human,0.04120165648908542,0.9229559748427673
human,0.04120165648908542,0.9215070643642073
human,0.04127184670456938,0.9216300940438872
human,0.041342036920053345,0.9217527386541471
human,0.041412227135537306,0.921875
human,0.04148241735102127,0.921996879875195
human,0.04155260756650523,0.9221183800623053
human,0.04162279778198919,0.9222395023328149
human,0.041692987997473153,0.922360248447205
human,0.041763178212957115,0.9224806201550387
human,0.04183336842844108,0.9226006191950464
human,0.04190355864392504,0.9227202472952086
human,0.041973748859409,0.9228395061728395
human,0.04204393907489296,0.9229583975346687
human,0.042114129290376924,0.9230769230769231
human,0.042184319505860886,0.9231950844854071
human,0.04225450972134485,0.9233128834355828
human,0.04232469993682881,0.9234303215926493
human,0.042394890152312764,0.9235474006116208
human,0.042465080367796726,0.9236641221374046
human,0.04253527058328069,0.9237804878048781
human,0.04253527058328069,0.9223744292237442
human,0.04260546079876465,0.9224924012158054
human,0.04267565101424861,0.9226100151745068
human,0.04274584122973257,0.9227272727272727
human,0.042816031445216535,0.9228441754916793
human,0.042886221660700496,0.9229607250755287
human,0.04295641187618446,0.9230769230769231
human,0.04302660209166842,0.9231927710843374
human,0.04309679230715238,0.9233082706766917
human,0.043166982522636344,0.9234234234234234
human,0.043166982522636344,0.9220389805097451
human,0.043237172738120305,0.9221556886227545
human,0.04330736295360427,0.922272047832586
human,0.04330736295360427,0.9208955223880597
human,0.04337755316908823,0.9210134128166915
human,0.04344774338457219,0.9211309523809523
human,0.04351793360005615,0.9212481426448736
human,0.043588123815540114,0.9213649851632048
human,0.043658314031024076,0.9214814814814815
human,0.04372850424650804,0.9215976331360947
human,0.043798694461992,0.9217134416543574
human,0.04386888467747596,0.9218289085545722
human,0.04393907489295992,0.9219440353460973
human,0.044009265108443885,0.9220588235294118
human,0.044079455323927846,0.922173274596182
human,0.044079455323927846,0.9208211143695014
human,0.04414964553941181,0.9209370424597365
human,0.04421983575489577,0.9210526315789473
human,0.04429002597037973,0.9211678832116789
human,0.04436021618586369,0.9212827988338192
human,0.044430406401347655,0.9213973799126638
human,0.04450059661683162,0.9215116279069767
human,0.04457078683231557,0.9216255442670537
human,0.044640977047799534,0.9217391304347826
human,0.044711167263283495,0.9218523878437048
human,0.04478135747876746,0.9219653179190751
human,0.04485154769425142,0.922077922077922
human,0.04492173790973538,0.9221902017291066
human,0.04499192812521934,0.9223021582733812
human,0.045062118340703304,0.9224137931034483
human,0.045132308556187266,0.9225251076040172
human,0.04520249877167123,0.9226361031518625
human,0.04527268898715519,0.9227467811158798
human,0.04534287920263915,0.9228571428571428
human,0.04534287920263915,0.9215406562054208
human,0.04541306941812311,0.9216524216524217
human,0.045483259633607075,0.9217638691322901
human,0.045553449849091036,0.921875
human,0.045623640064575,0.9219858156028369
human,0.04569383028005896,0.9220963172804533
human,0.04576402049554292,0.9222065063649222
human,0.04583421071102688,0.922316384180791
human,0.045904400926510845,0.922425952045134
